Date,Infrastructure_Machineries,Daily_Sales _Percentage,Daily_Sales_Quantity,Market_Share,Political,Marketing,Budget,Region,Year,Month,Day,DayOfWeek,Machinery_Code,Region_Code
2019-02-17,Backhoe Loader,0.0378373,80,35,1,1,5000.56,Jessicaville,2019,2,17,6,0,535
2019-02-17,Excavators(crawler),0.0378373,69,35,1,1,5000.56,Lewisberg,2019,2,17,6,2,790
2019-02-17,Loaders (Wheeled),0.0378373,64,35,1,1,5000.56,Phillipsstad,2019,2,17,6,3,1253
2019-02-17,invalid_data,0.0378373,71,35,1,1,5000.56,Sharpfort,2019,2,17,6,6,1492
2019-02-17,Tele Handlers ,0.0378373,50,35,1,1,5000.56,Roymouth,2019,2,17,6,5,1457
2019-02-18,Backhoe Loader,0.03203027,3578,35000,1,1,5000.56,New Kevinton,2019,2,18,0,0,1004
2019-02-18,Excavators(crawler),0.03203027,71,35,1,1,5000.56,South Melissatown,2019,2,18,0,2,1619
2019-02-18,Skid Steer Loaders,0.03203027,71,35,1,1,5000.56,Jenniferport,2019,2,18,0,4,523
2019-02-18,Compactors,0.03203027,52,35,1,1,5000.56,East Steven,2019,2,18,0,1,350
2019-02-18,Tele Handlers ,0.03203027,79,35,1,1,5000.56,Brittanyside,2019,2,18,0,5,105
2019-02-19,Backhoe Loader,0.029959176,70,35,1,1,5000.56,North Debra,2019,2,19,1,0,1106
2019-02-19,Excavators(crawler),0.029959176,58,35,1,1,5000.56,Port Francisco,2019,2,19,1,2,1298
2019-02-19,Loaders (Wheeled),0.029959176,49,35,1,1,5000.56,Castanedamouth,2019,2,19,1,3,137
2019-02-19,Skid Steer Loaders,0.029959176,64,35,1,1,5000.56,South Robertstad,2019,2,19,1,4,1641
2019-02-19,Compactors,0.029959176,67,35,1,1,5000.56,Port Alanview,2019,2,19,1,1,1256
2019-02-19,Tele Handlers ,0.029959176,88,35,1,1,5000.56,Alexanderton,2019,2,19,1,5,12
2025-03-15,invalid_data,-0.034874042,35,35,1,1,5000.56,North Theresahaven,2025,3,15,5,6,1207
2019-02-20,Excavators(crawler),0.034874042,74,35,1,1,5000.56,New Danielle,2019,2,20,2,2,958
2019-02-20,Loaders (Wheeled),0.034874042,60,35,1,1,5000.56,Port Tiffanyshire,2019,2,20,2,3,1383
2019-02-20,Skid Steer Loaders,0.034874042,66,35,1,1,5000.56,West Andrewmouth,2019,2,20,2,4,1787
2019-02-20,Compactors,0.034874042,63,35,1,1,5000.56,Vaughnfurt,2019,2,20,2,1,1750
2019-02-20,Tele Handlers ,0.034874042,65,35,1,1,5000.56,East Joseburgh,2019,2,20,2,5,300
2019-02-21,Backhoe Loader,0.02726277,3573,35000,1,1,5000.56,Port Lucasfurt,2019,2,21,3,0,1328
2019-02-21,Excavators(crawler),0.02726277,65,35,1,1,5000.56,Pearsonside,2019,2,21,3,2,1241
2019-02-21,Skid Steer Loaders,0.02726277,57,35,1,1,5000.56,Port Mindy,2019,2,21,3,4,1344
2019-02-21,Tele Handlers ,0.02726277,78,35,1,1,5000.56,North Linda,2019,2,21,3,5,1161
2019-02-22,Backhoe Loader,0.029110823,64,35,1,1,5000.56,North Kristinborough,2019,2,22,4,0,1154
2019-02-22,Excavators(crawler),0.029110823,57,35,1,1,5000.56,Henryfurt,2019,2,22,4,2,449
2019-02-22,Loaders (Wheeled),0.029110823,64,35,1,1,5000.56,Port Ashley,2019,2,22,4,3,1268
2019-02-22,invalid_data,0.029110823,69,35,1,1,5000.56,North Ginamouth,2019,2,22,4,6,1119
2019-02-22,Compactors,0.029110823,80,35,1,1,5000.56,Joshuaport,2019,2,22,4,1,578
2019-02-22,Tele Handlers ,0.029110823,51,35,1,1,5000.56,Campbellton,2019,2,22,4,5,127
2019-02-23,Backhoe Loader,0.027370308,65,35,1,1,5000.56,Anthonymouth,2019,2,23,5,0,60
2019-02-23,Excavators(crawler),0.027370308,51,35,1,1,5000.56,New Bettyville,2019,2,23,5,2,934
2019-02-23,Skid Steer Loaders,0.027370308,59,35,1,1,5000.56,Port Nancyland,2019,2,23,5,4,1346
2019-02-23,Compactors,0.027370308,55,35,1,1,5000.56,Anthonyborough,2019,2,23,5,1,57
2019-02-23,Tele Handlers ,0.027370308,65,35,1,1,5000.56,Vasquezstad,2019,2,23,5,5,1748
2019-02-24,Backhoe Loader,0.033687145,3551,35000,1,1,5000.56,New Margaret,2019,2,24,6,0,1014
2025-03-15,Excavators(crawler),0.033687145,56,35,1,1,5000.56,North Amyview,2025,3,15,5,2,1078
2019-02-24,Loaders (Wheeled),0.033687145,76,35,1,1,5000.56,Christopherbury,2019,2,24,6,3,155
2019-02-24,Skid Steer Loaders,0.033687145,69,35,1,1,5000.56,Matthewhaven,2019,2,24,6,4,854
2019-02-24,Compactors,0.033687145,64,35,1,1,5000.56,Port Christopherburgh,2019,2,24,6,1,1280
2019-02-24,Tele Handlers ,0.033687145,75,35,1,1,5000.56,Amberhaven,2019,2,24,6,5,28
2019-02-25,Excavators(crawler),0.037494772,92,35,1,1,5000.56,South Jeffery,2019,2,25,0,2,1590
2019-02-25,Loaders (Wheeled),0.037494772,77,35,1,1,5000.56,Jacobshaven,2019,2,25,0,3,489
2019-02-25,Skid Steer Loaders,0.037494772,82,35,1,1,5000.56,West Cheryl,2019,2,25,0,4,1804
2019-02-25,Compactors,0.037494772,66,35,1,1,5000.56,Hoffmanbury,2019,2,25,0,1,463
2019-02-25,Tele Handlers ,0.037494772,68,35,1,1,5000.56,North Edwardbury,2019,2,25,0,5,1112
2019-02-26,Backhoe Loader,0.035355969,69,35,1,1,5000.56,West Jamesstad,2019,2,26,1,0,1827
2019-02-26,Excavators(crawler),0.035355969,86,35,1,1,5000.56,New Jennifer,2019,2,26,1,2,982
2019-02-26,Loaders (Wheeled),0.035355969,87,35,1,1,5000.56,Olivertown,2019,2,26,1,3,1218
2019-02-26,Skid Steer Loaders,0.035355969,74,35,1,1,5000.56,Tiffanyfurt,2019,2,26,1,4,1716
2019-02-26,Tele Handlers ,0.035355969,57,35,1,1,5000.56,Lake Martha,2019,2,26,1,5,730
2019-02-27,Backhoe Loader,0.036180424,3561,35000,1,1,5000.56,Lake Charlesport,2019,2,27,2,0,655
2019-02-27,Excavators(crawler),0.036180424,79,35,1,1,5000.56,Jonestown,2019,2,27,2,2,570
2019-02-27,Loaders (Wheeled),0.036180424,81,35,1,1,5000.56,Nicholasfort,2019,2,27,2,3,1068
2019-02-27,invalid_data,0.036180424,74,35,1,1,5000.56,Edwardsmouth,2019,2,27,2,6,360
2019-02-27,Compactors,0.036180424,64,35,1,1,5000.56,Crystalfurt,2019,2,27,2,1,182
2019-02-27,Tele Handlers ,0.036180424,77,35,1,1,5000.56,New Katherineside,2019,2,27,2,5,1000
2019-02-28,Backhoe Loader,0.039784925,83,35,1,1,5000.56,East Melissaberg,2019,2,28,3,0,321
2019-02-28,Excavators(crawler),0.039784925,65,35,1,1,5000.56,West Richard,2019,2,28,3,2,1873
2025-03-15,Loaders (Wheeled),0.039784925,75,35,1,1,5000.56,East Donald,2025,3,15,5,3,275
2019-02-28,Skid Steer Loaders,0.039784925,71,35,1,1,5000.56,Desireechester,2019,2,28,3,4,214
2019-02-28,Tele Handlers ,0.039784925,88,35,1,1,5000.56,Floydmouth,2019,2,28,3,5,388
2019-03-01,Backhoe Loader,0.034463806,68,35,1,1,5078.56,New Jessica,2019,3,1,4,0,984
2019-03-01,Excavators(crawler),0.034463806,66,35,1,1,5078.56,Alexiston,2019,3,1,4,2,18
2019-03-01,Loaders (Wheeled),0.034463806,74,35,1,1,5078.56,Crosbybury,2019,3,1,4,3,179
2019-03-01,Skid Steer Loaders,0.034463806,71,35,1,1,5078.56,Sophiafort,2019,3,1,4,4,1518
2019-03-01,Compactors,0.034463806,103,35,1,1,5078.56,Lindsayfurt,2019,3,1,4,1,795
2019-03-01,Tele Handlers ,0.034463806,70,35,1,1,5078.56,Pricechester,2019,3,1,4,5,1397
2019-03-02,Excavators(crawler),0.038629891,71,35,1,1,5078.56,Lake James,2019,3,2,5,2,691
2019-03-02,Loaders (Wheeled),0.038629891,81,35,1,1,5078.56,Port William,2019,3,2,5,3,1391
2019-03-02,Skid Steer Loaders,0.038629891,69,35,1,1,5078.56,New Jeffreyside,2019,3,2,5,4,980
2019-03-02,Compactors,0.038629891,79,35,1,1,5078.56,Port John,2019,3,2,5,1,1315
2019-03-02,Tele Handlers ,0.038629891,94,35,1,1,5078.56,Robertfurt,2019,3,2,5,5,1435
2019-03-03,Backhoe Loader,0.025637758,83,35,1,1,5078.56,Tylerhaven,2019,3,3,6,0,1743
2019-03-03,Excavators(crawler),0.025637758,72,35,1,1,5078.56,Lake Christopherburgh,2019,3,3,6,2,658
2019-03-03,Loaders (Wheeled),0.025637758,70,35,1,1,5078.56,Mauriceshire,2019,3,3,6,3,862
2019-03-03,Skid Steer Loaders,0.025637758,67,35,1,1,5078.56,Lake Sydney,2019,3,3,6,4,763
2019-03-03,Tele Handlers ,0.025637758,64,35,1,1,5078.56,Combsfort,2019,3,3,6,5,168
2019-03-04,Backhoe Loader,0.028812108,62,35,1,1,5078.56,East Joshua,2019,3,4,0,0,302
2019-03-04,Excavators(crawler),0.028812108,84,35,1,1,5078.56,New Sarah,2019,3,4,0,2,1043
2025-03-15,invalid_data,0.028812108,61,35,1,1,5078.56,Robertsburgh,2025,3,15,5,6,1439
2019-03-04,Compactors,0.028812108,67,35,1,1,5078.56,Sydneyhaven,2019,3,4,0,1,1695
2019-03-04,Tele Handlers ,0.028812108,58,35,1,1,5078.56,Port Nicholeville,2019,3,4,0,5,1351
2019-03-05,Backhoe Loader,0.03216967,3557,35000,1,1,5078.56,North Juliemouth,2019,3,5,1,0,1142
2019-03-05,Excavators(crawler),0.03216967,62,35,1,1,5078.56,Timside,2019,3,5,1,2,1722
2019-03-05,Skid Steer Loaders,0.03216967,76,35,1,1,5078.56,Walshburgh,2019,3,5,1,4,1763
2019-03-05,Compactors,0.03216967,69,35,1,1,5078.56,Raybury,2019,3,5,1,1,1408
2019-03-05,Tele Handlers ,0.03216967,76,35,1,1,5078.56,Justinburgh,2019,3,5,1,5,586
2019-03-06,Backhoe Loader,0.030429155,79,35,1,1,5078.56,New Nataliebury,2019,3,6,2,0,1031
2019-03-06,Excavators(crawler),0.030429155,87,35,1,1,5078.56,Port Miketon,2019,3,6,2,2,1343
2019-03-06,Loaders (Wheeled),0.030429155,89,35,1,1,5078.56,Welchfurt,2019,3,6,2,3,1775
2019-03-06,Skid Steer Loaders,0.030429155,72,35,1,1,5078.56,Kingberg,2019,3,6,2,4,624
2019-03-06,Compactors,0.030429155,59,35,1,1,5078.56,New Ashley,2019,3,6,2,1,928
2019-03-06,Tele Handlers ,0.030429155,85,35,1,1,5078.56,Darrylshire,2019,3,6,2,5,196
2019-03-07,Excavators(crawler),0.032918451,86,35,1,1,5078.56,Joelhaven,2019,3,7,3,2,545
2019-03-07,Loaders (Wheeled),0.032918451,79,35,1,1,5078.56,Justinfurt,2019,3,7,3,3,587
2019-03-07,Skid Steer Loaders,0.032918451,81,35,1,1,5078.56,Gallaghershire,2019,3,7,3,4,398
2019-03-07,Compactors,0.032918451,67,35,1,1,5078.56,Colemantown,2019,3,7,3,1,164
2019-03-07,Tele Handlers ,0.032918451,70,35,1,1,5078.56,Alitown,2019,3,7,3,5,21
2019-03-08,Excavators(crawler),0.029616648,52,35,1,1,5078.56,Joannastad,2019,3,8,4,2,541
2019-03-08,Loaders (Wheeled),0.029616648,59,35,1,1,5078.56,New Alexandria,2019,3,8,4,3,922
2019-03-08,Skid Steer Loaders,0.029616648,78,35,1,1,5078.56,North Vanessa,2019,3,8,4,4,1211
2025-03-15,Compactors,-0.029616648,47,35,1,1,5078.56,Patriciaview,2025,3,15,5,1,1232
2019-03-08,Tele Handlers ,0.029616648,77,35,1,1,5078.56,Port Williamfort,2019,3,8,4,5,1392
2019-03-09,Backhoe Loader,0.024112317,77,35,1,1,5078.56,Port Jessica,2019,3,9,5,0,1312
2019-03-09,Excavators(crawler),0.024112317,58,35,1,1,5078.56,Whiteberg,2019,3,9,5,2,1903
2019-03-09,Loaders (Wheeled),0.024112317,66,35,1,1,5078.56,Port Timothyborough,2019,3,9,5,3,1386
2019-03-09,invalid_data,0.024112317,66,35,1,1,5078.56,North Suzannestad,2019,3,9,5,6,1205
2019-03-09,Compactors,0.024112317,66,35,1,1,5078.56,West Russellview,2019,3,9,5,1,1878
2019-03-09,Tele Handlers ,0.024112317,73,35,1,1,5078.56,Port Derek,2019,3,9,5,5,1288
2019-03-10,Backhoe Loader,0.0310465,61,35,1,1,5078.56,Starkhaven,2019,3,10,6,0,1672
2019-03-10,Excavators(crawler),0.0310465,90,35,1,1,5078.56,Cherylton,2019,3,10,6,2,150
2019-03-10,Skid Steer Loaders,0.0310465,65,35,1,1,5078.56,East Jonathanland,2019,3,10,6,4,299
2019-03-10,Compactors,0.0310465,67,35,1,1,5078.56,South Phyllishaven,2019,3,10,6,1,1634
2019-03-10,Tele Handlers ,0.0310465,59,35,1,1,5078.56,Lake Johnchester,2019,3,10,6,5,701
2019-03-11,Backhoe Loader,0.037721796,3571,35000,1,1,5078.56,Williamsview,2019,3,11,0,0,1918
2019-03-11,Excavators(crawler),0.037721796,70,35,1,1,5078.56,New Brittanymouth,2019,3,11,0,2,940
2019-03-11,Loaders (Wheeled),0.037721796,61,35,1,1,5078.56,Elizabethton,2019,3,11,0,3,368
2019-03-11,Skid Steer Loaders,0.037721796,68,35,1,1,5078.56,Port Waynemouth,2019,3,11,0,4,1390
2019-03-11,Tele Handlers ,0.037721796,64,35,1,1,5078.56,New Mollyshire,2019,3,11,0,5,1030
2019-03-12,Excavators(crawler),0.035710445,59,35,1,1,5078.56,Paulport,2019,3,12,1,2,1239
2019-03-12,Loaders (Wheeled),0.035710445,59,35,1,1,5078.56,South Bruceborough,2019,3,12,1,3,1540
2019-03-12,Skid Steer Loaders,0.035710445,78,35,1,1,5078.56,Quinnfort,2019,3,12,1,4,1400
2019-03-12,Compactors,0.035710445,74,35,1,1,5078.56,Jonesberg,2019,3,12,1,1,566
2025-03-15,Tele Handlers ,0.035710445,80,35,1,1,5078.56,South Courtney,2025,3,15,5,5,1556
2019-03-13,Backhoe Loader,0.028760331,61,35,1,1,5078.56,New Teresabury,2019,3,13,2,0,1055
2019-03-13,Excavators(crawler),0.028760331,72,35,1,1,5078.56,East Aaronburgh,2019,3,13,2,2,237
2019-03-13,Loaders (Wheeled),0.028760331,57,35,1,1,5078.56,Courtneyfurt,2019,3,13,2,3,174
2019-03-13,Skid Steer Loaders,0.028760331,57,35,1,1,5078.56,Port Daniel,2019,3,13,2,4,1283
2019-03-13,Tele Handlers ,0.028760331,79,35,1,1,5078.56,Gilesview,2019,3,13,2,5,405
2019-03-14,Backhoe Loader,0.026968037,3558,35000,1,1,5078.56,Wardfort,2019,3,14,3,0,1765
2019-03-14,Excavators(crawler),0.026968037,80,35,1,1,5078.56,Port Natalie,2019,3,14,3,2,1347
2019-03-14,Loaders (Wheeled),0.026968037,72,35,1,1,5078.56,Jasonside,2019,3,14,3,3,514
2019-03-14,invalid_data,0.026968037,70,35,1,1,5078.56,Lake Shane,2019,3,14,3,6,755
2019-03-14,Compactors,0.026968037,80,35,1,1,5078.56,North Jennyton,2019,3,14,3,1,1132
2019-03-14,Tele Handlers ,0.026968037,74,35,1,1,5078.56,Lake Normabury,2019,3,14,3,5,739
2019-03-15,Backhoe Loader,0.030620333,70,35,1,1,5078.56,Port Robertport,2019,3,15,4,0,1363
2019-03-15,Excavators(crawler),0.030620333,67,35,1,1,5078.56,East Lindseymouth,2019,3,15,4,2,316
2019-03-15,Skid Steer Loaders,0.030620333,70,35,1,1,5078.56,Port Dennis,2019,3,15,4,4,1287
2019-03-15,Compactors,0.030620333,71,35,1,1,5078.56,Ramseyberg,2019,3,15,4,1,1405
2019-03-15,Tele Handlers ,0.030620333,79,35,1,1,5078.56,Morganbury,2019,3,15,4,5,907
2019-03-16,Backhoe Loader,0.032464403,59,35,1,1,5078.56,South Jeremy,2019,3,16,5,0,1594
2019-03-16,Excavators(crawler),0.032464403,76,35,1,1,5078.56,East Andreview,2019,3,16,5,2,245
2019-03-16,Loaders (Wheeled),0.032464403,70,35,1,1,5078.56,Lambertfurt,2019,3,16,5,3,776
2019-03-16,Skid Steer Loaders,0.032464403,73,35,1,1,5078.56,Lisaport,2019,3,16,5,4,803
2019-03-16,Compactors,0.032464403,96,35,1,1,5078.56,Powellmouth,2019,3,16,5,1,1394
2019-03-16,Tele Handlers ,0.032464403,79,35,1,1,5078.56,Port Jeffrey,2019,3,16,5,5,1306
2025-03-15,invalid_data,0.0378373,3565,35000,1,1,5078.56,Mariaburgh,2025,3,15,5,6,824
2019-03-17,Excavators(crawler),0.0378373,67,35,1,1,5078.56,Suttonfurt,2019,3,17,6,2,1693
2019-03-17,Loaders (Wheeled),0.0378373,72,35,1,1,5078.56,Nelsonport,2019,3,17,6,3,919
2019-03-17,Skid Steer Loaders,0.0378373,75,35,1,1,5078.56,South Tammy,2019,3,17,6,4,1659
2019-03-17,Compactors,0.0378373,69,35,1,1,5078.56,New Nicole,2019,3,17,6,1,1032
2019-03-17,Tele Handlers ,0.0378373,59,35,1,1,5078.56,Port Shanehaven,2019,3,17,6,5,1371
2019-03-18,Backhoe Loader,0.03203027,55,35,1,1,5078.56,East Donnachester,2019,3,18,0,0,276
2019-03-18,Excavators(crawler),0.03203027,83,35,1,1,5078.56,Randyville,2019,3,18,0,2,1407
2019-03-18,Loaders (Wheeled),0.03203027,56,35,1,1,5078.56,Walkerview,2019,3,18,0,3,1762
2019-03-18,Skid Steer Loaders,0.03203027,73,35,1,1,5078.56,South Soniatown,2019,3,18,0,4,1649
2019-03-18,Tele Handlers ,0.03203027,80,35,1,1,5078.56,New Melissaborough,2019,3,18,0,5,1022
2019-03-19,Excavators(crawler),0.029959176,78,35,1,1,5078.56,Port Jeffery,2019,3,19,1,2,1305
2019-03-19,Loaders (Wheeled),0.029959176,69,35,1,1,5078.56,Rileyburgh,2019,3,19,1,3,1427
2019-03-19,invalid_data,0.029959176,61,35,1,1,5078.56,West Jessicafurt,2019,3,19,1,6,1834
2019-03-19,Compactors,0.029959176,61,35,1,1,5078.56,Nicholasport,2019,3,19,1,1,1069
2019-03-19,Tele Handlers ,0.029959176,60,35,1,1,5078.56,East Richardmouth,2019,3,19,1,5,335
2019-03-20,Backhoe Loader,0.034874042,3565,35000,1,1,5078.56,Welchland,2019,3,20,2,0,1776
2019-03-20,Excavators(crawler),0.034874042,55,35,1,1,5078.56,Lake Cassandrabury,2019,3,20,2,2,651
2019-03-20,Skid Steer Loaders,0.034874042,82,35,1,1,5078.56,New Joshuaburgh,2019,3,20,2,4,993
2019-03-20,Compactors,0.034874042,67,35,1,1,5078.56,Lake Timothybury,2019,3,20,2,1,767
2019-03-20,Tele Handlers ,0.034874042,74,35,1,1,5078.56,Michaelton,2019,3,20,2,5,886
2019-03-21,Backhoe Loader,0.02726277,60,35,1,1,5078.56,Boylemouth,2019,3,21,3,0,87
2025-03-15,Excavators(crawler),0.02726277,67,35,1,1,5078.56,East Mario,2025,3,15,5,2,317
2019-03-21,Loaders (Wheeled),0.02726277,69,35,1,1,5078.56,Davisview,2019,3,21,3,3,207
2019-03-21,Skid Steer Loaders,0.02726277,60,35,1,1,5078.56,Shannonhaven,2019,3,21,3,4,1489
2019-03-21,Compactors,0.02726277,55,35,1,1,5078.56,Douglaschester,2019,3,21,3,1,224
2019-03-21,Tele Handlers ,0.02726277,73,35,1,1,5078.56,Shannonburgh,2019,3,21,3,5,1487
2019-03-22,Excavators(crawler),0.029110823,75,35,1,1,5078.56,North Laurenberg,2019,3,22,4,2,1159
2019-03-22,Loaders (Wheeled),0.029110823,61,35,1,1,5078.56,Port Chasemouth,2019,3,22,4,3,1277
2019-03-22,Skid Steer Loaders,0.029110823,48,35,1,1,5078.56,Joshuaberg,2019,3,22,4,4,576
2019-03-22,Tele Handlers ,0.029110823,91,35,1,1,5078.56,Lake Jeremyton,2019,3,22,4,5,695
2019-03-23,Backhoe Loader,0.027370308,3545,35000,1,1,5078.56,North Kathrynton,2019,3,23,5,0,1145
2019-03-23,Excavators(crawler),0.027370308,69,35,1,1,5078.56,Scottburgh,2019,3,23,5,2,1481
2019-03-23,Loaders (Wheeled),0.027370308,83,35,1,1,5078.56,South John,2019,3,23,5,3,1597
2019-03-23,Skid Steer Loaders,0.027370308,64,35,1,1,5078.56,South Paul,2019,3,23,5,4,1631
2019-03-23,Tele Handlers ,0.027370308,71,35,1,1,5078.56,Oliverstad,2019,3,23,5,5,1217
2019-03-24,Backhoe Loader,0.033687145,67,35,1,1,5078.56,Ryanshire,2019,3,24,6,0,1463
2019-03-24,Excavators(crawler),0.033687145,70,35,1,1,5078.56,South Timothyhaven,2019,3,24,6,2,1663
2019-03-24,Loaders (Wheeled),0.033687145,60,35,1,1,5078.56,Pamelaland,2019,3,24,6,3,1228
2019-03-24,invalid_data,0.033687145,78,35,1,1,5078.56,Port Natalietown,2019,3,24,6,6,1348
2019-03-24,Compactors,0.033687145,62,35,1,1,5078.56,Rogerschester,2019,3,24,6,1,1449
2019-03-24,Tele Handlers ,0.033687145,60,35,1,1,5078.56,North Stevenview,2019,3,24,6,5,1204
2019-03-25,Backhoe Loader,0.037494772,83,35,1,1,5078.56,Burtonborough,2019,3,25,0,0,119
2019-03-25,Excavators(crawler),0.037494772,85,35,1,1,5078.56,Michaelstad,2019,3,25,0,2,885
2025-03-15,Loaders (Wheeled),-0.037494772,46,35,1,1,5078.56,New Vickieton,2025,3,15,5,3,1059
2019-03-25,Skid Steer Loaders,0.037494772,55,35,1,1,5078.56,Port Shannonburgh,2019,3,25,0,4,1372
2019-03-25,Compactors,0.037494772,67,35,1,1,5078.56,West Tinahaven,2019,3,25,0,1,1892
2019-03-25,Tele Handlers ,0.037494772,67,35,1,1,5078.56,Shawnfurt,2019,3,25,0,5,1495
2019-03-26,Backhoe Loader,0.035355969,3562,35000,1,1,5078.56,Weaverborough,2019,3,26,1,0,1773
2019-03-26,Excavators(crawler),0.035355969,68,35,1,1,5078.56,Richardberg,2019,3,26,1,2,1421
2019-03-26,Skid Steer Loaders,0.035355969,77,35,1,1,5078.56,Collinsland,2019,3,26,1,4,167
2019-03-26,Compactors,0.035355969,71,35,1,1,5078.56,Perezburgh,2019,3,26,1,1,1242
2019-03-26,Tele Handlers ,0.035355969,81,35,1,1,5078.56,Tylerborough,2019,3,26,1,5,1742
2019-03-27,Excavators(crawler),0.036180424,71,35,1,1,5078.56,Port Evan,2019,3,27,2,2,1296
2019-03-27,Loaders (Wheeled),0.036180424,52,35,1,1,5078.56,West Scottport,2019,3,27,2,3,1881
2019-03-27,Skid Steer Loaders,0.036180424,71,35,1,1,5078.56,Thomasmouth,2019,3,27,2,4,1713
2019-03-27,Compactors,0.036180424,52,35,1,1,5078.56,Reynoldsmouth,2019,3,27,2,1,1415
2019-03-27,Tele Handlers ,0.036180424,76,35,1,1,5078.56,Smithshire,2019,3,27,2,5,1514
2019-03-28,Backhoe Loader,0.039784925,86,35,1,1,5078.56,Coffeyland,2019,3,28,3,0,161
2019-03-28,Excavators(crawler),0.039784925,65,35,1,1,5078.56,Kristenview,2019,3,28,3,2,627
2019-03-28,Loaders (Wheeled),0.039784925,83,35,1,1,5078.56,East Claireside,2019,3,28,3,3,263
2019-03-28,Skid Steer Loaders,0.039784925,64,35,1,1,5078.56,Port Makayla,2019,3,28,3,4,1330
2019-03-28,Tele Handlers ,0.039784925,70,35,1,1,5078.56,Port Jeremiah,2019,3,28,3,5,1311
2019-03-29,Backhoe Loader,0.039605696,3561,35000,1,1,5078.56,Luistown,2019,3,29,4,0,812
2019-03-29,Excavators(crawler),0.039605696,83,35,1,1,5078.56,Jamesfurt,2019,3,29,4,2,500
2019-03-29,Loaders (Wheeled),0.039605696,80,35,1,1,5078.56,New Crystaltown,2019,3,29,4,3,955
2025-03-15,invalid_data,0.039605696,85,35,1,1,5078.56,West Cindy,2025,3,15,5,6,1805
2019-03-29,Compactors,0.039605696,60,35,1,1,5078.56,South Susanview,2019,3,29,4,1,1656
2019-03-29,Tele Handlers ,0.039605696,76,35,1,1,5078.56,Durhamchester,2019,3,29,4,5,233
2019-03-30,Excavators(crawler),0.031914767,55,35,1,1,5078.56,Port Alicia,2019,3,30,5,2,1258
2019-03-30,Skid Steer Loaders,0.031914767,77,35,1,1,5078.56,Dudleymouth,2019,3,30,5,4,231
2019-03-30,Compactors,0.031914767,81,35,1,1,5078.56,Tammyport,2019,3,30,5,1,1697
2019-03-30,Tele Handlers ,0.031914767,70,35,1,1,5078.56,Adamsville,2019,3,30,5,5,5
2019-03-31,Backhoe Loader,0.027449965,78,35,1,1,5078.56,East Karentown,2019,3,31,6,0,304
2019-03-31,Excavators(crawler),0.027449965,65,35,1,1,5078.56,Marissaberg,2019,3,31,6,2,827
2019-03-31,Loaders (Wheeled),0.027449965,68,35,1,1,5078.56,Zavalastad,2019,3,31,6,3,1933
2019-03-31,Skid Steer Loaders,0.027449965,82,35,1,1,5078.56,Jamesshire,2019,3,31,6,4,501
2019-03-31,Compactors,0.027449965,70,35,1,1,5078.56,Davischester,2019,3,31,6,1,206
2019-03-31,Tele Handlers ,0.027449965,72,35,1,1,5078.56,North Carolstad,2019,3,31,6,5,1096
2019-04-01,Excavators(crawler),0.034463806,1,35,1,0,5078.56,North Brianna,2019,4,1,0,2,1093
2019-04-01,Loaders (Wheeled),0.034463806,36,35,1,0,5078.56,Lake John,2019,4,1,0,3,700
2019-04-01,Skid Steer Loaders,0.034463806,9,35,1,0,5078.56,Susanfort,2019,4,1,0,4,1690
2019-04-01,Compactors,0.034463806,6,35,1,0,5078.56,Amyburgh,2019,4,1,0,1,32
2019-04-01,Tele Handlers ,0.034463806,26,35,1,0,5078.56,Stacymouth,2019,4,1,0,5,1670
2019-04-02,Backhoe Loader,0.038629891,22,35,1,0,5078.56,Port Derrickstad,2019,4,2,1,0,1289
2019-04-02,Excavators(crawler),0.038629891,39,35,1,0,5078.56,Lake Shirleyport,2019,4,2,1,2,758
2019-04-02,Loaders (Wheeled),0.038629891,28,35,1,0,5078.56,Lake Henry,2019,4,2,1,3,687
2019-04-02,Skid Steer Loaders,0.038629891,30,35,1,0,5078.56,South Deannaland,2019,4,2,1,4,1569
2019-04-02,Tele Handlers ,0.038629891,14,35,1,0,5078.56,South Timothy,2019,4,2,1,5,1662
2019-04-03,Backhoe Loader,0.025637758,13,35,1,0,5078.56,Castanedaton,2019,4,3,2,0,138
2019-04-03,Excavators(crawler),0.025637758,0,35,1,0,5078.56,Hoffmanland,2019,4,3,2,2,464
2019-04-03,Loaders (Wheeled),0.025637758,22,35,1,0,5078.56,Petersonton,2019,4,3,2,3,1250
2019-04-03,invalid_data,0.025637758,35,35,1,0,5078.56,East Elizabethville,2019,4,3,2,6,280
2019-04-03,Compactors,0.025637758,19,35,1,0,5078.56,Port Keithberg,2019,4,3,2,1,1321
2019-04-03,Tele Handlers ,0.025637758,-2,35,1,0,5078.56,New Scottchester,2019,4,3,2,5,1046
2019-04-04,Backhoe Loader,0.028812108,3522,35000,1,0,5078.56,West Anthony,2019,4,4,3,0,1788
2019-04-04,Excavators(crawler),0.028812108,37,35,1,0,5078.56,Lake Heatherbury,2019,4,4,3,2,685
2019-04-04,Skid Steer Loaders,0.028812108,19,35,1,0,5078.56,Lisabury,2019,4,4,3,4,798
2019-04-04,Compactors,0.028812108,19,35,1,0,5078.56,Port Tannershire,2019,4,4,3,1,1380
2019-04-04,Tele Handlers ,0.028812108,18,35,1,0,5078.56,Roachport,2019,4,4,3,5,1430
